,YYYYMMDD,Kp[8],,,,,,,,Sum,Ap[8],,,,,,,,Ap
1072,20161208,3+,4,3-,3-,3-,4,4+,4,28-,18,27,12,12,12.0,27.0,32.0,27.0,21.0
1073,20161209,4,2,3+,4-,3,4-,5-,5-,29,27,7,18,22,15.0,22.0,39.0,39.0,24.0
1074,20161210,4,3+,2+,3+,3-,3-,3,3-,24,27,18,9,18,12.0,12.0,15.0,12.0,15.0
1075,20161211,3+,4+,2,3,2+,3-,3,2-,22+,18,32,7,15,9.0,12.0,15.0,6.0,14.0
1076,20161212,2,2+,1+,0+,0+,2-,1-,1+,10,7,9,5,2,2.0,6.0,3.0,5.0,5.0
1077,20161213,1+,1-,0+,1,1,1-,0+,2-,7,5,3,2,4,4.0,3.0,2.0,6.0,4.0
1078,20161214,1+,1-,1-,1+,1-,0+,1+,1-,7,5,3,3,5,3.0,2.0,5.0,3.0,4.0
1079,20161215,0,0,0+,1-,0+,0+,1,1-,3+,0,0,2,3,2.0,2.0,4.0,3.0,2.0
1080,20161216,1-,0+,0,0,0,0,0+,1,2+,3,2,0,0,0.0,0.0,2.0,4.0,1.0
1081,20161217,0,0,0+,0+,1,2-,2+,3+,9,0,0,2,2,4.0,6.0,9.0,18.0,5.0
1082,20161218,3,3-,2+,1+,2-,2-,1+,1,15,15,12,9,5,6.0,6.0,5.0,4.0,8.0
1083,20161219,1,2-,1+,1,1-,1+,2,1-,10-,4,6,5,4,3.0,5.0,7.0,3.0,5.0
1084,20161220,1,1,1,1+,1,2,1-,3-,11-,4,4,4,5,4.0,7.0,3.0,12.0,5.0
1085,20161221,2,2,1+,3,3+,6,4,4,26-,7,7,5,15,18.0,80.0,27.0,27.0,23.0
1086,20161222,5-,4+,3+,3,3,3-,4,3,28,39,32,18,15,15.0,12.0,27.0,15.0,22.0
1087,20161223,3,4,3-,3+,3,3+,4,4-,27,15,27,12,18,15.0,18.0,27.0,22.0,19.0
1088,20161224,3,3-,3-,2,3,3+,2+,2,21,15,12,12,7,15.0,18.0,9.0,7.0,12.0
1089,20161225,3+,3+,2,4-,4,4,4,3-,27,18,18,7,22,27.0,27.0,27.0,12.0,20.0
1090,20161226,5-,3+,3+,3,4-,4-,3-,3+,28-,39,18,18,15,22.0,22.0,12.0,18.0,20.0
1091,20161227,4-,3+,2,2,2+,1+,2,3-,19+,22,18,7,7,9.0,5.0,7.0,12.0,11.0
1092,20161228,2-,2,0+,1-,1-,2,1+,1+,10,6,7,2,3,3.0,7.0,5.0,5.0,5.0
1093,20161229,2,1,0+,1,1+,2,0+,0+,8+,7,4,2,4,5.0,7.0,2.0,2.0,4.0
1094,20161230,0,1+,0+,0+,1-,1-,0+,1-,4+,0,5,2,2,3.0,3.0,2.0,3.0,2.0
1095,20161231,1-,2+,2,3-,3+,3+,3+,3-,20+,3,9,7,12,18.0,18.0,18.0,12.0,12.0
1096,20170101,3+,4-,3-,2+,2+,3,2,2-,21,18,22,12,9,9.0,15.0,7.0,6.0,12.0
1097,20170102,2-,2+,2,2-,1+,2,0+,1-,12,6,9,7,6,5.0,7.0,2.0,3.0,6.0
1098,20170103,0+,2-,2,4-,3-,3,3-,3-,19-,2,6,7,22,12.0,15.0,12.0,12.0,11.0
1099,20170104,1,2-,1+,2,2+,2+,4-,3+,18-,4,6,5,7,9.0,9.0,22.0,18.0,10.0
1100,20170105,3+,3+,2,2,3,4-,4-,4,25,18,18,7,7,15.0,22.0,22.0,27.0,17.0
1101,20170106,4-,4-,3-,2+,3-,3-,3-,3,23+,22,22,12,9,12.0,12.0,12.0,15.0,14.0
1102,20170107,4-,3,3+,3-,4+,4,3+,3,27+,22,15,18,12,32.0,27.0,18.0,15.0,20.0
1103,20170108,3,3-,2+,3+,3,3-,4-,4,25-,15,12,9,18,15.0,12.0,22.0,27.0,16.0
1104,20170109,3+,2+,2-,2,3+,3+,1+,2+,20-,18,9,6,7,18.0,18.0,5.0,9.0,11.0
1105,20170110,2,2,2,1-,1,4-,3,3-,17,7,7,7,3,4.0,22.0,15.0,12.0,10.0
1106,20170111,3-,2,2-,0+,1,2+,2+,2,14+,12,7,6,2,4.0,9.0,9.0,7.0,7.0
1107,20170112,2,2+,0,0+,0,0,1+,2-,8-,7,9,0,2,0.0,0.0,5.0,6.0,4.0
1108,20170113,1,1,0,0+,1-,2-,1+,1,7,4,4,0,2,3.0,6.0,5.0,4.0,4.0
1109,20170114,1,2-,1,0+,1-,1,1-,1,7+,4,6,4,2,3.0,4.0,3.0,4.0,4.0
1110,20170115,2,1,2-,1-,1,1-,2,0+,9+,7,4,6,3,4.0,3.0,7.0,2.0,4.0
1111,20170116,1-,0+,0+,0,0,0,1-,0+,2+,3,2,2,0,0.0,0.0,3.0,2.0,2.0
1112,20170117,1-,0,0+,0+,1,2,0+,0+,5,3,0,2,2,4.0,7.0,2.0,2.0,3.0
1113,20170118,0+,3-,3-,3-,3+,3+,4-,3+,22,2,12,12,12,18.0,18.0,22.0,18.0,14.0
1114,20170119,3+,3-,3-,3-,2-,2,1,2-,18-,18,12,12,12,6.0,7.0,4.0,6.0,10.0
1115,20170120,3,3+,2,1+,2+,1,2+,3-,18,15,18,7,5,9.0,4.0,9.0,12.0,10.0
1116,20170121,3+,1+,2,2-,1+,2-,3+,3+,18,18,5,7,6,5.0,6.0,18.0,18.0,10.0
1117,20170122,3+,3-,2+,2,2+,2-,2-,2-,18-,18,12,9,7,9.0,6.0,6.0,6.0,9.0
1118,20170123,0,0,1-,1-,1-,2,2,2,8,0,0,3,3,3.0,7.0,7.0,7.0,4.0
1119,20170124,2,1-,0+,0+,0,0,1-,1-,5-,7,3,2,2,0.0,0.0,3.0,3.0,2.0
1120,20170125,2,3,1,2-,0+,0,0,1-,9-,7,15,4,6,2.0,0.0,0.0,3.0,5.0
1121,20170126,0,0,2,2,3,4-,4-,3-,17,0,0,7,7,15.0,22.0,22.0,12.0,11.0
1122,20170127,4+,4+,4,4-,4-,3+,1+,2-,26+,32,32,27,22,22.0,18.0,5.0,6.0,20.0
1123,20170128,3,3,2-,1,1-,1,2,3+,16-,15,15,6,4,3.0,4.0,7.0,18.0,9.0
1124,20170129,3-,2+,2-,1+,2,2-,1+,0+,13+,12,9,6,5,7.0,6.0,5.0,2.0,6.0
1125,20170130,0+,1,1,1,2+,2,1+,3-,12-,2,4,4,4,9.0,7.0,5.0,12.0,6.0
1126,20170131,3-,3,3+,3+,3+,4+,4,5-,29-,12,15,18,18,18.0,32.0,27.0,39.0,22.0
1127,20170201,4+,3+,3+,3,4,5,3+,5,31+,32,18,18,15,27.0,48.0,18.0,48.0,28.0
1128,20170202,3+,4-,4-,3+,3-,4-,4-,4+,28+,18,22,22,18,12.0,22.0,22.0,32.0,21.0
1129,20170203,3+,4-,4+,2+,3,3+,3,3,26,18,22,32,9,15.0,18.0,15.0,15.0,18.0
1130,20170204,2+,3+,3-,2,2,2-,2+,2+,19-,9,18,12,7,7.0,6.0,9.0,9.0,10.0
1131,20170205,3,4-,3,2,3-,3+,4-,2,23+,15,22,15,7,12.0,18.0,22.0,7.0,15.0
1132,20170206,3,3,2-,2-,3-,3,2+,4-,21,15,15,6,6,12.0,15.0,9.0,22.0,12.0
1133,20170207,3-,2+,1,1+,3-,2-,2-,1+,15-,12,9,4,5,12.0,6.0,6.0,5.0,7.0
1134,20170208,1,0,1-,1,2-,2-,1,1+,8+,4,0,3,4,6.0,6.0,4.0,5.0,4.0
1135,20170209,2,1+,1,2-,1,2,2+,2+,14-,7,5,4,6,4.0,7.0,9.0,9.0,6.0
1136,20170210,2+,1,2,1+,2,2+,1+,2+,15-,9,4,7,5,7.0,9.0,5.0,9.0,7.0
1137,20170211,3-,1,1-,1-,0+,0,1-,0+,6+,12,4,3,3,2.0,0.0,3.0,2.0,4.0
1138,20170212,1-,0,0+,0+,0+,1+,2-,0+,5,3,0,2,2,2.0,5.0,6.0,2.0,3.0
1139,20170213,2+,1+,0+,1-,0+,2,2-,1+,10,9,5,2,3,2.0,7.0,6.0,5.0,5.0
1140,20170214,0,0,0,0,0,0+,1-,1-,2-,0,0,0,0,0.0,2.0,3.0,3.0,1.0
1141,20170215,0,0,1-,1-,1-,1-,1+,1-,5-,0,0,3,3,3.0,3.0,5.0,3.0,2.0
1142,20170216,1-,2,2+,1-,2+,3+,2+,2,16-,3,7,9,3,9.0,18.0,9.0,7.0,8.0
1143,20170217,2-,4-,4+,4,2+,3+,3-,4,26,6,22,32,27,9.0,18.0,12.0,27.0,19.0
1144,20170218,4+,4+,2+,2-,1+,2,3,3+,22+,32,32,9,6,5.0,7.0,15.0,18.0,16.0
1145,20170219,3,3+,2+,1,1+,3-,3,0+,17,15,18,9,4,5.0,12.0,15.0,2.0,10.0
1146,20170220,0+,3+,2-,2-,2,3-,3,1+,16,2,18,6,6,7.0,12.0,15.0,5.0,9.0
1147,20170221,2,2,1-,0+,0+,1-,0,2,8,7,7,3,2,2.0,3.0,0.0,7.0,4.0
1148,20170222,4-,3,2+,2+,1,2-,2-,1-,16+,22,15,9,9,4.0,6.0,6.0,3.0,9.0
1149,20170223,2-,2+,2,2-,2+,3+,2+,3,19-,6,9,7,6,9.0,18.0,9.0,15.0,10.0
1150,20170224,5-,3+,3,4,3+,3-,2-,3-,25+,39,18,15,27,18.0,12.0,6.0,12.0,18.0
1151,20170225,3-,3-,2-,1+,1-,0+,0+,2-,11+,12,12,6,5,3.0,2.0,2.0,6.0,6.0
1152,20170226,1-,1,0,0+,1-,0,0,0,3-,3,4,0,2,3.0,0.0,0.0,0.0,2.0
1153,20170227,1-,2-,1,1+,1+,1,3,3-,13-,3,6,4,5,5.0,4.0,15.0,12.0,7.0
1154,20170228,3-,2+,2-,1+,1+,1-,2+,3-,15,12,9,6,5,5.0,3.0,9.0,12.0,8.0
1155,20170301,3,3,3+,5-,5-,4+,5+,6-,34,15,15,18,39,39.0,32.0,56.0,67.0,35.0
1156,20170302,5+,4+,4,5-,5-,3+,4+,2+,33,56,32,27,39,39.0,18.0,32.0,9.0,32.0
1157,20170303,3+,4,4,4-,3,4,2,1,25,18,27,27,22,15.0,27.0,7.0,4.0,18.0
1158,20170304,4+,4,3,3,3-,3,3-,4+,27,32,27,15,15,12.0,15.0,12.0,32.0,20.0
1159,20170305,3-,3-,3,3,3-,3,4+,4,25+,12,12,15,15,12.0,15.0,32.0,27.0,18.0
1160,20170306,4,3,1+,4-,4-,3+,5,4,28,27,15,5,22,22.0,18.0,48.0,27.0,23.0
1161,20170307,3-,3+,3+,3-,2+,3+,3,3-,23+,12,18,18,12,9.0,18.0,15.0,12.0,14.0
1162,20170308,3,1+,1-,2,3-,2-,4-,4-,19-,15,5,3,7,12.0,6.0,22.0,22.0,12.0
1163,20170309,4-,3,2,3+,3-,2,3,2+,22,22,15,7,18,12.0,7.0,15.0,9.0,13.0
1164,20170310,2,3,3+,3+,2+,1,0+,2-,17,7,15,18,18,9.0,4.0,2.0,6.0,10.0
1165,20170311,1-,0+,1+,1-,0,1-,1+,4-,9-,3,2,5,3,0.0,3.0,5.0,22.0,5.0
1166,20170312,3+,4-,1+,1-,2,1,1-,1-,13+,18,22,5,3,7.0,4.0,3.0,3.0,8.0
1167,20170313,0,1+,1,1-,1-,0+,0,0,4,0,5,4,3,3.0,2.0,0.0,0.0,2.0
1168,20170314,0+,1+,1-,0+,2-,2-,1,1,8,2,5,3,2,6.0,6.0,4.0,4.0,4.0
1169,20170315,1-,1+,2-,2-,1,1-,1+,3,11+,3,5,6,6,4.0,3.0,5.0,15.0,6.0
1170,20170316,3-,2,0,0+,1,0+,1,1+,9-,12,7,0,2,4.0,2.0,4.0,5.0,4.0
1171,20170317,0,1+,1,0+,0,0+,0+,1+,5-,0,5,4,2,0.0,2.0,2.0,5.0,2.0
1172,20170318,1,0,0+,0,0,0,1-,1,3,4,0,2,0,0.0,0.0,3.0,4.0,2.0
1173,20170319,0,0,1-,1-,0,0+,0+,1-,3-,0,0,3,3,0.0,2.0,2.0,3.0,2.0
1174,20170320,0+,0,0+,0+,0,1-,0+,0,2,2,0,2,2,0.0,3.0,2.0,0.0,1.0
1175,20170321,1,3+,4,2+,3,5-,5+,4,28-,4,18,27,9,15.0,39.0,56.0,27.0,24.0
1176,20170322,4,4-,3-,3+,4-,4,4+,4+,30,27,22,12,18,22.0,27.0,32.0,32.0,24.0
1177,20170323,4,3+,2,2-,1,2,1-,1-,15+,27,18,7,6,4.0,7.0,3.0,3.0,9.0
1178,20170324,2,2+,1+,1-,2-,2-,1-,0+,11-,7,9,5,3,6.0,6.0,3.0,2.0,5.0
1179,20170325,0,1+,0+,1-,1-,1,0+,1,5+,0,5,2,3,3.0,4.0,2.0,4.0,3.0
1180,20170326,2-,0,0+,1-,1,1,0,1+,6,6,0,2,3,4.0,4.0,0.0,5.0,3.0
1181,20170327,2+,5,5-,6-,4+,5+,6+,4,38-,9,48,39,67,32.0,56.0,94.0,27.0,46.0
1182,20170328,5+,5+,3+,4-,3+,3,3+,3,30+,56,56,18,22,18.0,15.0,18.0,15.0,27.0
1183,20170329,4-,3+,4,3+,3,4+,2,3+,27,22,18,27,18,15.0,32.0,7.0,18.0,20.0
1184,20170330,3+,4,3-,2-,3,3+,4,4+,26+,18,27,12,6,15.0,18.0,27.0,32.0,19.0
1185,20170331,5-,5-,4+,4-,4,4,3,3+,32-,39,39,32,22,27.0,27.0,15.0,18.0,27.0
1186,20170401,3-,3-,3,3,3-,4+,3,2+,24-,12,12,15,15,12.0,32.0,15.0,9.0,15.0
1187,20170402,2,2+,2,1+,2+,3,1,0+,14+,7,9,7,5,9.0,15.0,4.0,2.0,7.0
1188,20170403,0+,1-,1-,1+,2,1+,1-,1-,8-,2,3,3,5,7.0,5.0,3.0,3.0,4.0
1189,20170404,3-,4-,5-,5-,3,1+,1-,3,24-,12,22,39,39,15.0,5.0,3.0,15.0,19.0
1190,20170405,2-,1,2+,1+,1+,2,2+,3+,15+,6,4,9,5,5.0,7.0,9.0,18.0,8.0
1191,20170406,1+,0+,1,1+,2+,3,2-,1+,12+,5,2,4,5,9.0,15.0,6.0,5.0,6.0
1192,20170407,3,2,2,2-,1-,1-,3-,3+,16,15,7,7,6,3.0,3.0,12.0,18.0,9.0
1193,20170408,3,3,4-,3-,2,2,3-,4+,23+,15,15,22,12,7.0,7.0,12.0,32.0,15.0
1194,20170409,4,5-,3,3-,2+,2+,1-,1,21-,27,39,15,12,9.0,9.0,3.0,4.0,15.0
1195,20170410,2+,0+,0+,0+,2,1+,1,1+,9,9,2,2,2,7.0,5.0,4.0,5.0,4.0
1196,20170411,1,1+,3-,3,2+,2,4-,2+,18+,4,5,12,15,9.0,7.0,22.0,9.0,10.0
1197,20170412,3,2,1+,1,0+,0+,0+,0,8+,15,7,5,4,2.0,2.0,2.0,0.0,5.0
1198,20170413,0+,1,0+,0,1-,1+,2+,1+,7+,2,4,2,0,3.0,5.0,9.0,5.0,4.0
1199,20170414,3,3+,3-,2,3-,2,3-,2,20+,15,18,12,7,12.0,7.0,12.0,7.0,11.0
1200,20170415,3+,2,2-,0+,1-,1-,1+,0+,10+,18,7,6,2,3.0,3.0,5.0,2.0,6.0
1201,20170416,1-,1-,1+,1,0+,0+,1,1,6+,3,3,5,4,2.0,2.0,4.0,4.0,3.0
1202,20170417,0+,0+,1+,1-,1+,1-,1-,1,6+,2,2,5,3,5.0,3.0,3.0,4.0,3.0
1203,20170418,2+,0+,0+,1-,1,1+,2-,3,11-,9,2,2,3,4.0,5.0,6.0,15.0,6.0
1204,20170419,3,4+,3+,1+,1-,2,3,3,21-,15,32,18,5,3.0,7.0,15.0,15.0,14.0
1205,20170420,5-,6-,4,5-,3+,3-,3,2+,30+,39,67,27,39,18.0,12.0,15.0,9.0,28.0
1206,20170421,0+,1+,1,0+,2-,4+,5,5-,19-,2,5,4,2,6.0,32.0,48.0,39.0,17.0
1207,20170422,5,6-,5,5,5,5-,4-,5+,39+,48,67,48,48,48.0,39.0,22.0,56.0,47.0
1208,20170423,4,4,5+,4+,5,5-,4,4+,36-,27,27,56,32,48.0,39.0,27.0,32.0,36.0
1209,20170424,3+,4,3+,4-,2,3+,4-,3+,27-,18,27,18,22,7.0,18.0,22.0,18.0,19.0
1210,20170425,3-,3-,2+,2,3,2,2+,2,19,12,12,9,7,15.0,7.0,9.0,7.0,10.0
1211,20170426,3-,1+,2+,1+,2-,2+,2+,2+,16+,12,5,9,5,6.0,9.0,9.0,9.0,8.0
1212,20170427,2+,2+,2+,1-,1-,1-,2,1+,12+,9,9,9,3,3.0,3.0,7.0,5.0,6.0
1213,20170428,1,1,2-,1-,1+,1,1+,2+,10+,4,4,6,3,5.0,4.0,5.0,9.0,5.0
1214,20170429,2-,1,2-,1+,1,1,2,2,12-,6,4,6,5,4.0,4.0,7.0,7.0,5.0
1215,20170430,1+,1-,1-,1+,1,2-,2,2-,10+,5,3,3,5,4.0,6.0,7.0,6.0,5.0
1216,20170501,2+,2,0,0+,0+,1-,1+,2,9,9,7,0,2,2.0,3.0,5.0,7.0,4.0
1217,20170502,0+,2,1-,1+,0+,1-,0+,2-,7+,2,7,3,5,2.0,3.0,2.0,6.0,4.0
1218,20170503,1-,1-,0+,1,1+,1,0+,0,5+,3,3,2,4,5.0,4.0,2.0,0.0,3.0
1219,20170504,0,1+,2-,1-,1-,0+,1+,3+,9+,0,5,6,3,3.0,2.0,5.0,18.0,5.0
1220,20170505,3,2-,0,0+,1,0+,0+,0+,7,15,6,0,2,4.0,2.0,2.0,2.0,4.0
1221,20170506,1-,2-,1,1,1,1-,1+,1,8+,3,6,4,4,4.0,3.0,5.0,4.0,4.0
1222,20170507,2-,3-,3-,1+,1-,1+,3,2,15+,6,12,12,5,3.0,5.0,15.0,7.0,8.0
1223,20170508,2+,1-,2,1+,1-,1,2-,1,11-,9,3,7,5,3.0,4.0,6.0,4.0,5.0
1224,20170509,1,1+,1,1,2,2,1,1+,11-,4,5,4,4,7.0,7.0,4.0,5.0,5.0
1225,20170510,2-,1,0,0,3-,1,1,3-,10,6,4,0,0,12.0,4.0,4.0,12.0,5.0
1226,20170511,1+,3-,2-,1-,1,1,1,2-,11,5,12,6,3,4.0,4.0,4.0,6.0,6.0
1227,20170512,2-,1,2+,2+,3-,1,1+,1+,14-,6,4,9,9,12.0,4.0,5.0,5.0,7.0
1228,20170513,0+,1+,1-,1,1-,1-,1,1+,7,2,5,3,4,3.0,3.0,4.0,5.0,4.0
1229,20170514,2,2-,1+,3,3-,2,2-,2+,17-,7,6,5,15,12.0,7.0,6.0,9.0,8.0
1230,20170515,0+,2-,2+,4-,2,3-,4-,3-,19,2,6,9,22,7.0,12.0,22.0,12.0,12.0
1231,20170516,3-,2+,2-,2-,3-,1+,1,1+,15-,12,9,6,6,12.0,5.0,4.0,5.0,7.0
1232,20170517,2+,2-,2,2,2-,1+,2-,2,15-,9,6,7,7,6.0,5.0,6.0,7.0,7.0
1233,20170518,4-,3,3,1+,0+,1,1+,2-,15+,22,15,15,5,2.0,4.0,5.0,6.0,9.0
1234,20170519,2,3-,2,1+,2,4-,4-,3,20+,7,12,7,5,7.0,22.0,22.0,15.0,12.0
1235,20170520,4-,4-,4,4-,4-,4+,3,3-,29-,22,22,27,22,22.0,32.0,15.0,12.0,22.0
1236,20170521,2+,3-,2+,2-,2-,1+,2,2-,16-,9,12,9,6,6.0,5.0,7.0,6.0,8.0
1237,20170522,2-,2,2-,2,2+,2,3-,3,17+,6,7,6,7,9.0,7.0,12.0,15.0,9.0
1238,20170523,2-,3,1+,1,2-,1+,2+,2+,15-,6,15,5,4,6.0,5.0,9.0,9.0,7.0
1239,20170524,1+,1,1,1,1-,0+,0+,0+,6,5,4,4,4,3.0,2.0,2.0,2.0,3.0
1240,20170525,0,0+,0,0+,1,1,0+,1,4,0,2,0,2,4.0,4.0,2.0,4.0,2.0
1241,20170526,1,0+,0+,1-,0+,0+,1-,0,4-,4,2,2,3,2.0,2.0,3.0,0.0,2.0
1242,20170527,1-,0+,0,0,1,3,3-,6-,13+,3,2,0,0,4.0,15.0,12.0,67.0,13.0
1243,20170528,6+,7,6,5,4-,2-,1,1-,31+,94132,80,48,22,6.0,4.0,3.0,49.0,
1244,20170529,0+,1-,1-,2,4,3+,2+,1-,14,2,3,3,7,27.0,18.0,9.0,3.0,9.0
1245,20170530,2,3+,1,1-,0+,1-,0+,0+,9-,7,18,4,3,2.0,3.0,2.0,2.0,5.0
1246,20170531,0,1+,0+,0+,1,1-,1-,1+,6-,0,5,2,2,4.0,3.0,3.0,5.0,3.0
1247,20170601,0+,1-,1-,0+,1+,3-,2+,3-,11,2,3,3,2,5.0,12.0,9.0,12.0,6.0
1248,20170602,2-,1+,1-,1,1,1-,1,1,8+,6,5,3,4,4.0,3.0,4.0,4.0,4.0
1249,20170603,0+,0+,2-,2,3+,4-,2-,1,14,2,2,6,7,18.0,22.0,6.0,4.0,8.0
1250,20170604,1-,1-,0+,0+,0+,0,0+,0+,3,3,3,2,2,2.0,0.0,2.0,2.0,2.0
1251,20170605,1-,1,0+,1,3-,1+,1,1+,9+,3,4,2,4,12.0,5.0,4.0,5.0,5.0
1252,20170606,2,2,1,1-,1,1-,0+,1-,8+,7,7,4,3,4.0,3.0,2.0,3.0,4.0
1253,20170607,1-,2-,2-,1-,1,1,0+,1+,8+,3,6,6,3,4.0,4.0,2.0,5.0,4.0
1254,20170608,1,1-,0+,0+,1+,1-,0+,1,6-,4,3,2,2,5.0,3.0,2.0,4.0,3.0
1255,20170609,2+,1,0,0+,1-,1-,1-,0+,6,9,4,0,2,3.0,3.0,3.0,2.0,3.0
1256,20170610,1+,1,0+,1-,0+,0+,1-,1-,5+,5,4,2,3,2.0,2.0,3.0,3.0,3.0
1257,20170611,0+,2,2+,1+,3,5,4-,3-,20+,2,7,9,5,15.0,48.0,22.0,12.0,15.0
1258,20170612,1+,1+,1,1-,2+,2,2+,2+,13+,5,5,4,3,9.0,7.0,9.0,9.0,6.0
1259,20170613,3-,2-,1,2+,1+,2,1,0+,12+,12,6,4,9,5.0,7.0,4.0,2.0,6.0
1260,20170614,0,1-,1+,2+,2,2,1,1-,10,0,3,5,9,7.0,7.0,4.0,3.0,5.0
1261,20170615,2-,1,0+,1,1-,0+,1,0+,6+,6,4,2,4,3.0,2.0,4.0,2.0,3.0
1262,20170616,1,2,4,4-,5-,4-,3+,5,27+,4,7,27,22,39.0,22.0,18.0,48.0,23.0
1263,20170617,4-,4-,1+,2,2,2,4,3+,22,22,22,5,7,7.0,7.0,27.0,18.0,14.0
1264,20170618,3+,3,2,2,2+,2-,2+,2,19-,18,15,7,7,9.0,6.0,9.0,7.0,10.0
1265,20170619,1+,2,2-,2-,2-,0+,0+,0+,9+,5,7,6,6,6.0,2.0,2.0,2.0,4.0
1266,20170620,0,1-,1,0+,0+,1,0,0,3+,0,3,4,2,2.0,4.0,0.0,0.0,2.0
1267,20170621,0,0+,0+,0+,1,1,2-,2-,6+,0,2,2,2,4.0,4.0,6.0,6.0,3.0
1268,20170622,2+,1,1-,0+,0+,0+,2+,1,8+,9,4,3,2,2.0,2.0,9.0,4.0,4.0
1269,20170623,1,0+,1-,1,1-,1-,2,2+,9-,4,2,3,4,3.0,3.0,7.0,9.0,4.0
1270,20170624,1+,1+,2-,3-,2+,2,3-,3-,17-,5,5,6,12,9.0,7.0,12.0,12.0,8.0
1271,20170625,2,2,3+,2+,2+,2,2-,2,18-,7,7,18,9,9.0,7.0,6.0,7.0,9.0
1272,20170626,2+,2-,1-,2,2-,2-,2,1+,13+,9,6,3,7,6.0,6.0,7.0,5.0,6.0
1273,20170627,2-,1+,1-,1,1+,1,1-,1-,8+,6,5,3,4,5.0,4.0,3.0,3.0,4.0
1274,20170628,1+,2-,1,1+,1-,0+,0,0+,7-,5,6,4,5,3.0,2.0,0.0,2.0,3.0
1275,20170629,0+,2-,2,2-,1-,1-,1-,1-,8+,2,6,7,6,3.0,3.0,3.0,3.0,4.0
1276,20170630,0,0+,1-,1-,1,1-,1-,2-,6-,0,2,3,3,4.0,3.0,3.0,6.0,3.0
1277,20170701,2-,3+,3-,2-,3-,3,3+,2,20+,6,18,12,6,12.0,15.0,18.0,7.0,12.0
1278,20170702,3-,3-,4+,4+,3-,2-,3,3+,25-,12,12,32,32,12.0,6.0,15.0,18.0,17.0
1279,20170703,2-,2,1+,1+,1-,1,1-,2-,10+,6,7,5,5,3.0,4.0,3.0,6.0,5.0
1280,20170704,1,1+,1,0+,0+,0+,1,2-,7,4,5,4,2,2.0,2.0,4.0,6.0,4.0
1281,20170705,0+,0+,0,0+,0+,0,0+,1-,2+,2,2,0,2,2.0,0.0,2.0,3.0,2.0
1282,20170706,1-,1-,1+,1,2-,2-,1+,3,11+,3,3,5,4,6.0,6.0,5.0,15.0,6.0
1283,20170707,2,1+,0+,0+,1-,1,1,1+,8,7,5,2,2,3.0,4.0,4.0,5.0,4.0
1284,20170708,1,0+,0+,1-,0+,0+,1-,0+,4,4,2,2,3,2.0,2.0,3.0,2.0,2.0
1285,20170709,5,3,2,5+,2,3,4,3+,28-,48,15,7,56,7.0,15.0,27.0,18.0,24.0
1286,20170710,3+,4-,2-,1,1-,1,1-,2-,14-,18,22,6,4,3.0,4.0,3.0,6.0,8.0
1287,20170711,2-,2+,2+,1+,2-,2,1,1+,14-,6,9,9,5,6.0,7.0,4.0,5.0,6.0
1288,20170712,1,1-,1-,1-,1,1+,1-,1-,7-,4,3,3,3,4.0,5.0,3.0,3.0,4.0
1289,20170713,1-,1-,0+,0+,1+,1-,1-,1,6-,3,3,2,2,5.0,3.0,3.0,4.0,3.0
1290,20170714,0+,0+,0+,0+,1-,1-,0+,0+,3+,2,2,2,2,3.0,3.0,2.0,2.0,2.0
1291,20170715,1-,1,1-,0+,0+,1-,1-,1,5+,3,4,3,2,2.0,3.0,3.0,4.0,3.0
1292,20170716,2,1,5-,5+,6-,5+,6,5-,35-,7,4,39,56,67.0,56.0,80.0,39.0,44.0
1293,20170717,3,4+,4,4,4+,6-,2-,2-,29-,15,32,27,27,32.0,67.0,6.0,6.0,26.0
1294,20170718,2+,3,2-,1,1,1-,0+,1+,11+,9,15,6,4,4.0,3.0,2.0,5.0,6.0
1295,20170719,0+,1-,0+,1-,0+,1,1+,1-,5+,2,3,2,3,2.0,4.0,5.0,3.0,3.0
1296,20170720,1-,1-,1-,1-,1+,2,3,3-,12-,3,3,3,3,5.0,7.0,15.0,12.0,6.0
1297,20170721,4-,3+,2+,1+,2+,3+,1+,3,21-,22,18,9,5,9.0,18.0,5.0,15.0,13.0
1298,20170722,3,2+,4+,4+,2-,2+,2+,2+,23-,15,9,32,32,6.0,9.0,9.0,9.0,15.0
1299,20170723,3-,2,3-,3-,3-,2+,2+,4,21+,12,7,12,12,12.0,9.0,9.0,27.0,12.0
1300,20170724,2,3-,3,2-,2+,2+,2-,3+,19,7,12,15,6,9.0,9.0,6.0,18.0,10.0
1301,20170725,2+,1+,2,2+,3-,2,2+,3,18,9,5,7,9,12.0,7.0,9.0,15.0,9.0
1302,20170726,4-,2+,4,1+,2,1+,1+,0,16,22,9,27,5,7.0,5.0,5.0,0.0,10.0
1303,20170727,0+,1,1,1-,1+,3-,1-,2+,10,2,4,4,3,5.0,12.0,3.0,9.0,5.0
1304,20170728,1+,1,1-,1+,2,3-,3-,2-,13+,5,4,3,5,7.0,12.0,12.0,6.0,7.0
1305,20170729,0+,1,1+,1,1-,1,0+,1-,6+,2,4,5,4,3.0,4.0,2.0,3.0,3.0
1306,20170730,1,1,1-,1-,0+,1-,1,0,5+,4,4,3,3,2.0,3.0,4.0,0.0,3.0
1307,20170731,0,1,0+,1-,1,0+,0+,1-,4+,0,4,2,3,4.0,2.0,2.0,3.0,2.0
